"No.","Ticker","Company","Sector","Industry","Market Cap","EPS Surprise","Short Interest","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (Week)","Performance (Month)","Change from Open","Volume","Price","Change"
31,"KNX","Knight-Swift Transportation Holdings Inc","Industrials","Trucking",11716.80,22.62%,10.08,0.00%,0.00%,0.00%,7.06%,3.91%,3.93%,3764376,71.99,3.48%
32,"GLW","Corning Inc","Technology","Electronic Components",132912.22,3.26%,16.80,0.08%,0.03%,-0.02%,3.57%,-1.83%,3.88%,8554794,154.30,5.68%
33,"RXO","RXO Inc","Industrials","Trucking",3407.37,67.13%,14.56,0.00%,0.00%,0.00%,-5.71%,2.08%,3.87%,1589867,20.66,3.30%
34,"ADEA","Adeia Inc","Technology","Software - Application",2922.42,10.39%,7.62,0.00%,0.00%,0.99%,3.03%,-6.39%,3.80%,848617,26.50,4.08%
35,"BLSH","Bullish","Technology","Software - Infrastructure",5410.88,7.65%,8.33,-0.17%,-0.03%,0.25%,9.46%,56.25%,3.78%,1126095,36.00,-0.61%
36,"NRIX","Nurix Therapeutics Inc","Healthcare","Biotechnology",2712.85,-12.05%,17.98,0.00%,2.03%,2.03%,-0.27%,3.65%,3.77%,1232151,26.14,3.24%
37,"CVI","CVR Energy Inc","Energy","Oil & Gas Refining & Marketing",4473.61,31.68%,5.90,0.00%,0.00%,-0.02%,6.56%,41.86%,3.75%,1031264,44.50,2.11%
38,"SMCI","Super Micro Computer Inc","Technology","Computer Hardware",26009.26,84.18%,91.22,0.03%,0.04%,0.05%,6.77%,34.75%,3.75%,53633172,39.59,4.54%
39,"ENTG","Entegris Inc","Technology","Semiconductor Equipment & Materials",21199.47,13.10%,7.98,1.12%,-0.90%,-0.01%,2.83%,-2.74%,3.75%,1884998,138.74,6.15%
40,"CXW","CoreCivic Inc","Industrials","Security & Protection Services",3432.59,7.56%,15.42,0.00%,0.00%,0.00%,2.66%,7.66%,3.74%,1038363,34.71,3.12%
41,"STX","Seagate Technology Holdings Plc","Technology","Computer Hardware",192484.66,11.95%,8.16,0.13%,0.09%,-0.00%,2.35%,-0.43%,3.73%,2559714,849.28,6.34%
42,"VGNT","Versigent Plc","Consumer Cyclical","Auto Parts",3557.35,30.57%,3.48,0.00%,0.00%,0.02%,4.17%,17.28%,3.67%,524180,50.22,3.72%
43,"INTC","Intel Corp","Technology","Semiconductors",503383.64,93.28%,135.69,0.16%,0.19%,0.14%,7.07%,-4.02%,3.62%,97654325,95.80,4.51%
44,"FA","First Advantage Corp","Industrials","Specialty Business Services",3672.09,20.07%,10.80,0.00%,0.00%,0.00%,1.62%,-11.36%,3.59%,1499824,21.38,1.71%
45,"AAOI","Applied Optoelectronics Inc","Technology","Communication Equipment",8960.16,297.35%,10.42,0.00%,0.04%,0.05%,-0.66%,-15.05%,3.55%,6840210,105.53,5.13%
46,"ICHR","Ichor Holdings Ltd","Technology","Semiconductor Equipment & Materials",2111.67,10.71%,2.07,0.02%,0.00%,0.02%,1.69%,-13.70%,3.54%,692786,56.38,6.74%
47,"PENG","Penguin Solutions Inc","Technology","Information Technology Services",2652.32,55.76%,6.34,0.04%,0.02%,0.23%,4.54%,-8.00%,3.50%,1132469,51.76,6.44%
48,"GEO","Geo Group Inc","Industrials","Security & Protection Services",4181.55,28.70%,10.22,0.00%,0.00%,0.00%,-1.58%,5.41%,3.49%,1476011,31.77,2.88%
49,"ONTO","Onto Innovation Inc","Technology","Semiconductor Equipment & Materials",13152.39,14.13%,2.56,0.00%,0.74%,0.37%,-1.03%,-0.26%,3.47%,722592,268.01,6.16%
50,"DHT","DHT Holdings Inc","Energy","Oil & Gas Midstream",3364.99,4.02%,13.16,-0.11%,-0.10%,0.47%,6.15%,13.73%,3.42%,5259041,20.87,3.37%
51,"MOS","Mosaic Company","Basic Materials","Agricultural Inputs",8217.60,7.71%,29.01,0.00%,0.00%,0.47%,9.53%,10.19%,3.40%,8510359,25.85,1.41%
52,"AMD","Advanced Micro Devices Inc","Technology","Semiconductors",779621.09,2.71%,40.07,-0.01%,0.04%,0.03%,2.58%,-2.39%,3.37%,19678742,477.57,4.69%
53,"WDC","Western Digital Corp","Technology","Computer Hardware",168538.46,7.54%,20.28,0.13%,0.11%,0.10%,1.74%,3.53%,3.37%,5812273,467.46,5.86%
54,"EL","Estee Lauder Cos. Inc","Consumer Defensive","Household & Personal Products",37576.40,22.22%,7.61,0.19%,-0.19%,-0.19%,0.45%,21.49%,3.33%,4713160,103.86,2.97%
55,"OC","Owens Corning","Industrials","Building Products & Equipment",10965.63,27.18%,2.05,0.00%,0.00%,-0.56%,-3.08%,-7.89%,3.33%,1421482,138.72,2.98%
56,"SFM","Sprouts Farmers Market Inc","Consumer Defensive","Grocery Stores",7590.36,1.89%,10.03,1.68%,1.68%,1.68%,-0.07%,-6.65%,3.33%,1512926,81.40,2.87%
57,"VKTX","Viking Therapeutics Inc","Healthcare","Biotechnology",4067.69,10.77%,22.29,0.32%,-0.06%,0.32%,8.43%,4.71%,3.32%,1402465,34.87,2.62%
58,"AXGN","Axogen Inc","Healthcare","Medical Devices",2595.61,-1.15%,3.37,0.00%,0.00%,0.00%,-6.20%,8.86%,3.32%,550070,48.28,2.51%
59,"ANF","Abercrombie & Fitch Co","Consumer Cyclical","Apparel Retail",6650.09,109.68%,4.04,-0.23%,-0.09%,-0.14%,0.84%,35.47%,3.30%,1457606,149.67,4.27%
60,"TER","Teradyne Inc","Technology","Semiconductor Equipment & Materials",55818.34,17.97%,6.85,0.19%,0.06%,-0.01%,0.58%,-7.24%,3.22%,2247433,357.03,5.45%
61,"EWTX","Edgewise Therapeutics Inc","Healthcare","Biotechnology",4677.58,-13.32%,9.68,0.00%,2.00%,2.00%,0.72%,-3.04%,3.21%,826754,43.07,2.67%
62,"LAUR","Laureate Education Inc","Consumer Defensive","Education & Training Services",5063.67,3.76%,3.30,0.00%,0.00%,0.00%,-5.26%,-1.47%,3.20%,968098,36.76,2.25%
63,"BBY","Best Buy Co Inc","Consumer Cyclical","Specialty Retail",19025.95,5.77%,14.06,-0.00%,-0.00%,0.01%,9.50%,12.81%,3.19%,3955628,90.27,3.18%
64,"GTES","Gates Industrial Corp Ltd","Industrials","Specialty Industrial Machinery",6569.27,5.36%,10.08,0.00%,0.00%,0.00%,0.31%,-9.23%,3.14%,1274626,25.95,3.02%
65,"ATI","ATI Inc","Industrials","Metal Fabrication",28684.29,18.88%,3.45,0.00%,0.02%,0.02%,-0.05%,-5.72%,3.09%,1790319,210.65,2.99%
66,"HOG","Harley-Davidson Inc","Consumer Cyclical","Recreational Vehicles",2945.25,16.28%,18.71,0.00%,0.00%,0.00%,0.71%,10.12%,2.95%,1300011,28.30,2.28%
67,"SYRE","Spyre Therapeutics Inc","Healthcare","Biotechnology",7845.70,52.56%,11.76,0.00%,0.00%,0.00%,-1.53%,-13.96%,2.93%,803857,88.98,1.98%
68,"VOYG","Voyager Technologies Inc","Industrials","Aerospace & Defense",2071.33,20.28%,9.81,-1.73%,-1.15%,-1.35%,-1.02%,-11.41%,2.79%,990832,33.94,3.86%
69,"ORKA","Oruka Therapeutics Inc","Healthcare","Biotechnology",6125.06,-7.32%,8.30,0.00%,0.00%,0.00%,1.50%,-6.00%,2.72%,600471,92.51,1.67%
70,"ESI","Element Solutions Inc","Basic Materials","Specialty Chemicals",8775.31,8.70%,6.49,0.00%,0.00%,0.00%,3.09%,-6.30%,2.71%,4272516,36.01,2.94%
71,"HNGE","Hinge Health Inc","Healthcare","Health Information Services",7453.74,-4.07%,5.63,-0.48%,-0.48%,-0.48%,5.75%,15.35%,2.63%,1179621,92.37,1.77%
72,"VSXY","Victoria's Secret & Co","Consumer Cyclical","Apparel Retail",6006.39,22.68%,10.17,-0.07%,-0.07%,-0.42%,-13.99%,-19.20%,2.62%,3761193,75.56,2.61%
73,"BEAM","Beam Therapeutics Inc","Healthcare","Biotechnology",3063.51,-6.65%,24.37,0.00%,1.17%,-0.50%,1.16%,8.84%,2.59%,1183164,29.66,0.68%
74,"VSH","Vishay Intertechnology Inc","Technology","Semiconductors",4877.47,30.85%,13.58,0.63%,-0.11%,0.63%,4.06%,-2.99%,2.58%,3987213,31.80,4.43%
75,"W","Wayfair Inc","Consumer Cyclical","Internet Retail",13618.74,5.05%,10.14,0.41%,0.41%,0.50%,-4.17%,-4.46%,2.51%,1720285,99.43,2.53%
76,"CDNA","Caredx Inc","Healthcare","Diagnostics & Research",2632.24,59.41%,5.79,0.00%,1.76%,1.76%,2.19%,13.55%,2.48%,1307394,50.88,2.05%
77,"ELF","e.l.f. Beauty Inc","Consumer Defensive","Household & Personal Products",6471.41,145.03%,4.19,-0.26%,-0.01%,-0.28%,5.35%,18.81%,2.43%,1641499,109.67,2.10%
78,"VRT","Vertiv Holdings Co","Industrials","Electrical Equipment & Parts",108000.74,6.87%,13.06,-0.07%,-0.04%,-0.07%,9.12%,1.95%,2.40%,3322756,280.53,4.35%
79,"ALSN","Allison Transmission Holdings Inc","Consumer Cyclical","Auto Parts",10837.54,-13.27%,3.13,0.00%,0.00%,0.00%,3.89%,12.90%,2.40%,528618,131.24,2.18%
80,"PCVX","Vaxcyte Inc","Healthcare","Biotechnology",9100.93,4.16%,14.80,-0.28%,-0.28%,-0.28%,2.21%,3.85%,2.39%,986706,61.16,-0.02%
81,"CVNA","Carvana Co","Consumer Cyclical","Auto & Truck Dealerships",82083.59,13.73%,65.23,-0.11%,-0.27%,-0.27%,0.74%,9.15%,2.39%,3699645,74.59,1.58%
82,"LITE","Lumentum Holdings Inc","Technology","Communication Equipment",79048.57,8.80%,7.27,-0.10%,-0.04%,-0.02%,-1.54%,5.15%,2.31%,3563409,881.26,4.00%
83,"CSTM","Constellium SE","Basic Materials","Aluminum",3678.22,11.01%,6.72,0.00%,0.00%,1.49%,0.59%,-5.14%,2.18%,1496732,27.14,2.49%
84,"HPQ","HP Inc","Technology","Computer Hardware",29434.46,24.98%,81.14,-0.09%,-0.03%,-0.15%,6.95%,15.83%,2.16%,13304000,32.64,2.22%
85,"AMLX","Amylyx Pharmaceuticals Inc","Healthcare","Drug Manufacturers - Specialty & Generic",4279.99,-8.06%,13.43,-0.61%,-0.64%,-0.64%,-1.84%,40.97%,2.16%,885518,34.10,0.41%
86,"ROIV","Roivant Sciences Ltd","Healthcare","Biotechnology",25230.74,-11.72%,30.60,0.00%,-0.08%,-0.11%,0.63%,-0.54%,2.13%,5240613,34.93,1.51%
87,"DAN","Dana Inc","Consumer Cyclical","Auto Parts",3446.76,-73.04%,4.76,0.00%,0.00%,0.00%,5.57%,17.28%,2.04%,1483748,32.04,1.65%
88,"DELL","Dell Technologies Inc","Technology","Computer Hardware",339790.04,43.34%,14.01,-0.05%,-0.04%,0.02%,14.88%,19.76%,2.02%,11118764,524.14,1.50%
89,"IRM","Iron Mountain Inc","Real Estate","REIT - Specialty",34789.55,10.44%,7.10,0.00%,0.00%,0.00%,-0.46%,-4.18%,2.00%,1343242,116.86,1.64%
90,"MAN","ManpowerGroup","Industrials","Staffing & Employment Services",2882.42,4.09%,4.86,0.00%,-0.02%,-0.02%,-0.66%,12.00%,1.97%,548483,61.98,0.76%
91,"BAX","Baxter International Inc","Healthcare","Medical Instruments & Supplies",13354.01,52.80%,23.91,0.00%,0.00%,-2.67%,-1.15%,-4.37%,1.97%,3415413,25.83,1.02%
92,"CGAU","Centerra Gold Inc","Basic Materials","Gold",4483.38,-9.56%,4.40,0.00%,0.00%,0.00%,-2.22%,15.70%,1.96%,932905,22.92,-0.52%
93,"FRPT","Freshpet Inc","Consumer Defensive","Packaged Foods",3375.60,75.01%,7.48,0.00%,0.00%,0.00%,-0.82%,5.26%,1.93%,763398,70.24,0.80%
94,"GPN","Global Payments Inc","Technology","Software - Infrastructure",24487.78,0.18%,14.69,0.00%,0.00%,0.00%,0.78%,5.53%,1.93%,2970797,92.54,0.84%
95,"OUST","Ouster Inc","Technology","Electronic Components",2627.05,47.15%,6.24,0.00%,0.03%,-0.06%,5.23%,-20.07%,1.87%,1861529,36.43,1.67%
96,"CMC","Commercial Metals Co","Industrials","Metal Fabrication",7774.68,1.84%,4.90,0.00%,-0.72%,-0.72%,3.92%,-4.63%,1.84%,731075,70.28,2.23%
97,"QRVO","Qorvo Inc","Technology","Semiconductors",9072.71,47.14%,5.03,0.00%,0.00%,0.00%,8.56%,7.88%,1.82%,718294,102.84,2.45%
98,"GTLB","Gitlab Inc","Technology","Software - Infrastructure",8302.43,33.48%,15.43,-0.05%,-0.26%,-0.20%,11.05%,39.66%,1.82%,5599235,49.83,1.05%
99,"URBN","Urban Outfitters Inc","Consumer Cyclical","Apparel Retail",6935.11,-0.25%,6.85,0.00%,0.00%,0.00%,-0.15%,4.25%,1.79%,681381,80.97,0.48%
100,"TOST","Toast Inc","Technology","Software - Infrastructure",19724.95,11.73%,31.35,0.00%,0.00%,-0.03%,-3.41%,-2.22%,1.68%,5808902,33.95,0.06%
101,"RBRK","Rubrik Inc","Technology","Software - Infrastructure",19418.21,411.51%,14.97,0.36%,0.37%,0.37%,0.67%,10.72%,1.66%,2116108,93.67,1.66%
102,"TEX","Terex Corp","Industrials","Farm & Heavy Construction Machinery",7227.19,11.20%,5.99,0.00%,0.00%,0.00%,-0.78%,-3.24%,1.66%,642578,63.23,0.75%
103,"NVT","nVent Electric plc","Industrials","Electrical Equipment & Parts",25254.69,25.04%,3.04,-1.10%,-1.86%,-1.52%,5.08%,-4.45%,1.65%,1611277,156.03,2.59%
104,"NTAP","Netapp Inc","Technology","Software - Infrastructure",36453.40,21.55%,10.70,0.00%,-0.36%,-0.36%,-0.76%,-3.08%,1.64%,2247795,185.59,0.11%
105,"P","Everpure Inc","Technology","Computer Hardware",33077.62,20.67%,8.81,-0.31%,-0.22%,-0.49%,6.54%,14.04%,1.54%,2151131,99.51,1.39%
106,"KLIC","Kulicke & Soffa Industries Inc","Technology","Semiconductor Equipment & Materials",4270.84,13.61%,2.03,0.00%,0.00%,0.00%,0.72%,-9.98%,1.54%,641711,81.61,3.55%
107,"THC","Tenet Healthcare Corp","Healthcare","Medical Care Facilities",21341.56,43.63%,2.52,0.00%,0.00%,0.00%,-0.66%,3.28%,1.54%,557839,265.05,0.59%
108,"MDT","Medtronic Plc","Healthcare","Medical Devices",120456.41,4.44%,14.35,0.02%,0.02%,0.02%,3.22%,9.60%,1.52%,9013902,94.17,1.15%
109,"AEM","Agnico Eagle Mines Ltd","Basic Materials","Gold",104305.84,4.81%,5.89,-0.23%,0.07%,0.00%,-0.74%,21.92%,1.50%,1733131,204.73,-1.16%
110,"VIAV","Viavi Solutions Inc","Technology","Communication Equipment",8601.70,14.13%,8.85,1.14%,1.05%,1.43%,-4.60%,-14.12%,1.48%,3315544,34.86,3.66%
111,"OR","OR Royalties Inc","Basic Materials","Gold",6953.09,2.14%,2.69,0.00%,0.00%,0.00%,-0.24%,16.05%,1.47%,700026,37.31,-0.98%
112,"DOCN","DigitalOcean Holdings Inc","Technology","Software - Infrastructure",13224.17,72.94%,8.26,0.01%,0.01%,0.45%,1.13%,-7.98%,1.43%,1505904,112.47,2.81%
113,"UMC","United Micro Electronics ADR","Technology","Semiconductors",52216.20,165.11%,29.70,-0.96%,0.00%,-0.92%,4.95%,8.18%,1.42%,10014427,20.77,4.58%
114,"FCX","Freeport-McMoRan Inc","Basic Materials","Copper",104441.55,20.25%,25.98,0.03%,-0.01%,-0.01%,-4.87%,6.67%,1.41%,7269347,72.73,0.23%
115,"ARM","Arm Holdings Plc ADR","Technology","Semiconductors",269232.12,11.94%,18.26,0.05%,0.17%,0.13%,5.45%,-12.07%,1.41%,4132412,252.09,3.92%
116,"EAT","Brinker International Inc","Consumer Cyclical","Restaurants",9615.14,-0.59%,6.00,-1.21%,0.41%,0.41%,0.01%,1.30%,1.39%,815601,230.22,0.59%
117,"MTSI","MACOM Technology Solutions Holdings Inc","Technology","Semiconductors",20539.96,3.52%,2.43,-0.32%,-0.32%,-0.25%,1.39%,-10.84%,1.39%,1011826,268.95,3.46%
118,"LRCX","Lam Research Corp","Technology","Semiconductor Equipment & Materials",384968.91,7.90%,28.42,0.33%,0.00%,-0.08%,1.90%,0.61%,1.38%,8359371,307.65,5.12%
119,"SCCO","Southern Copper Corp","Basic Materials","Copper",167821.75,1.33%,11.24,0.00%,0.00%,0.00%,-5.26%,4.20%,1.36%,840398,198.76,-0.39%
120,"NESR","National Energy Services Reunited Corp","Energy","Oil & Gas Equipment & Services",3504.60,24.75%,4.91,0.03%,-0.55%,-0.23%,0.90%,20.45%,1.34%,1618432,34.75,0.72%
121,"OKTA","Okta Inc","Technology","Software - Infrastructure",29824.42,8.77%,6.45,-0.09%,-0.08%,0.03%,2.63%,18.88%,1.32%,2341649,170.60,0.11%
122,"A","Agilent Technologies Inc","Healthcare","Diagnostics & Research",42531.78,8.85%,5.17,0.00%,0.00%,0.00%,-1.94%,6.74%,1.27%,1825452,150.86,0.59%
123,"AG","First Majestic Silver Corp","Basic Materials","Silver",10336.32,-14.81%,20.84,0.00%,-0.12%,-0.14%,1.01%,21.35%,1.26%,7559028,20.97,-1.96%
124,"YPF","YPF ADR","Energy","Oil & Gas Integrated",20693.34,27.28%,4.60,0.97%,0.97%,0.98%,4.82%,6.07%,1.25%,714673,52.62,0.40%
125,"ELAN","Elanco Animal Health Inc","Healthcare","Drug Manufacturers - Specialty & Generic",12240.74,26.30%,29.72,0.00%,-1.22%,-1.22%,1.62%,1.24%,1.24%,3718144,24.50,0.33%
126,"SW","Smurfit WestRock plc","Consumer Cyclical","Packaging & Containers",23964.01,-13.54%,21.01,0.00%,0.00%,0.00%,-5.09%,-2.34%,1.24%,2737021,45.83,1.26%
127,"MBGL","Mobility Global Inc","Technology","Software - Infrastructure",6067.42,-1.11%,5.84,-0.30%,-0.22%,-0.57%,1.68%,-0.72%,1.23%,3369597,20.58,0.59%
128,"AUGO","Aura Minerals Inc","Basic Materials","Gold",7114.54,-8.15%,5.44,0.78%,0.78%,0.78%,0.45%,29.38%,1.23%,849466,84.91,-3.63%
129,"AVT","Avnet Inc","Technology","Electronics & Computer Distribution",7555.64,26.95%,7.98,0.00%,0.56%,0.56%,3.87%,-4.90%,1.15%,1119973,92.06,1.37%
130,"ADM","Archer Daniels Midland Co","Consumer Defensive","Farm Products",40778.60,23.42%,12.25,-0.09%,0.76%,0.76%,3.77%,9.16%,1.12%,2363066,84.61,0.27%
131,"LQDA","Liquidia Corp","Healthcare","Drug Manufacturers - Specialty & Generic",6145.68,-2.34%,11.86,0.00%,0.00%,-0.41%,1.43%,-23.22%,1.10%,902384,68.66,0.04%
132,"ARE","Alexandria Real Estate Equities Inc","Real Estate","REIT - Office",9174.13,-557.93%,6.81,0.00%,0.00%,0.00%,2.09%,8.60%,1.09%,909381,52.65,-0.08%
133,"PANW","Palo Alto Networks Inc","Technology","Software - Infrastructure",271606.91,4.35%,22.41,0.02%,0.08%,-0.01%,-10.32%,-7.30%,1.09%,5639384,333.26,0.40%
134,"IAG","Iamgold Corp","Basic Materials","Gold",11694.08,-3.96%,5.96,0.00%,-0.05%,-0.05%,-0.53%,27.76%,1.09%,2152077,20.48,-2.20%
135,"HBM","Hudbay Minerals Inc","Basic Materials","Copper",12182.21,8.11%,8.26,0.00%,0.70%,0.70%,-6.35%,4.26%,1.07%,2074800,27.43,-0.94%
136,"DG","Dollar General Corp","Consumer Defensive","Discount Stores",29388.36,23.10%,6.51,-0.14%,-0.14%,-0.14%,8.40%,4.52%,1.06%,1710525,133.21,1.49%
137,"CHYM","Chime Financial Inc","Technology","Software - Application",12781.03,5284.62%,18.95,0.00%,0.00%,0.00%,1.69%,8.03%,1.05%,2890518,33.76,0.33%
138,"FTNT","Fortinet Inc","Technology","Software - Infrastructure",114672.10,20.58%,14.20,-0.17%,-0.19%,-0.19%,-5.85%,-2.39%,1.03%,3060504,156.29,-0.04%
139,"KGS","Kodiak Gas Services Inc","Energy","Oil & Gas Equipment & Services",6328.10,-21.36%,8.68,0.00%,0.00%,1.94%,8.53%,10.08%,1.02%,1211581,62.59,1.44%
140,"GLBE","Global E Online Ltd","Consumer Cyclical","Internet Retail",6444.91,24.08%,3.79,0.00%,0.00%,0.00%,-3.95%,-6.46%,1.00%,899509,38.37,0.21%
141,"RSI","Rush Street Interactive Inc","Consumer Cyclical","Gambling",3085.01,0.13%,7.34,0.00%,0.00%,0.00%,1.02%,6.38%,0.98%,1121312,26.68,-0.34%
142,"FLEX","Flex Ltd","Technology","Electronic Components",40453.32,11.21%,9.38,0.43%,0.00%,0.22%,-0.90%,-10.71%,0.98%,4494235,109.51,1.50%
143,"INGM","Ingram Micro Holding Corp","Technology","Information Technology Services",6652.29,10.65%,5.32,0.00%,0.00%,0.00%,0.49%,1.02%,0.98%,629623,28.84,1.02%
144,"TENB","Tenable Holdings Inc","Technology","Software - Infrastructure",3772.29,8.28%,10.50,0.00%,-0.20%,-0.20%,-9.08%,-5.31%,0.97%,1577444,34.25,-0.70%
145,"DNTH","Dianthus Therapeutics Inc","Healthcare","Biotechnology",6046.51,-6.35%,8.42,0.01%,0.01%,0.01%,2.14%,-1.66%,0.97%,638559,108.10,0.23%
146,"CORT","Corcept Therapeutics Inc","Healthcare","Biotechnology",12065.94,1381.48%,9.70,1.55%,2.54%,2.54%,-1.98%,3.40%,0.93%,604556,111.62,-1.05%
147,"ADPT","Adaptive Biotechnologies Corp","Healthcare","Diagnostics & Research",3874.99,-87.13%,13.32,0.00%,0.00%,-1.87%,-3.61%,2.88%,0.91%,1404316,24.28,-1.18%
148,"SLB","SLB Ltd","Energy","Oil & Gas Equipment & Services",85353.08,7.57%,55.55,-1.28%,-1.28%,0.00%,0.31%,11.58%,0.89%,7610559,57.51,0.17%
149,"GH","Guardant Health Inc","Healthcare","Diagnostics & Research",21660.60,-18.14%,11.19,-0.25%,0.15%,0.15%,-0.06%,2.43%,0.88%,2402454,161.41,0.23%
150,"CDE","Coeur Mining Inc","Basic Materials","Gold",21833.34,-53.47%,46.47,-0.12%,-0.12%,-0.12%,0.52%,35.72%,0.88%,32938194,21.24,-1.89%
151,"EXEL","Exelixis Inc","Healthcare","Biotechnology",14621.60,6.63%,28.03,0.00%,-0.02%,-0.02%,8.37%,13.05%,0.87%,1580988,59.01,-0.20%
152,"MAC","Macerich Co","Real Estate","REIT - Retail",6852.59,-89.75%,27.71,-0.32%,-0.56%,-0.68%,-2.15%,-1.06%,0.87%,2109036,23.24,0.78%
153,"CAI","Caris Life Sciences Inc","Healthcare","Biotechnology",7084.66,-100.00%,14.95,0.18%,0.85%,0.82%,-2.18%,25.35%,0.76%,4711320,25.07,-0.99%
154,"ASX","ASE Technology Holding CoLtd ADR","Technology","Semiconductors",82477.36,18.64%,8.74,-0.03%,-0.03%,-0.03%,-0.71%,0.70%,0.75%,6864844,37.51,0.21%
155,"SANM","Sanmina Corp","Technology","Electronic Components",10637.47,19.30%,1.54,0.23%,0.23%,0.23%,2.30%,-3.50%,0.75%,330925,198.47,1.42%
156,"CAKE","Cheesecake Factory Inc","Consumer Cyclical","Restaurants",5353.25,22.17%,9.25,0.00%,0.00%,0.00%,-4.01%,0.25%,0.73%,1184393,107.58,0.37%
157,"MPC","Marathon Petroleum Corp","Energy","Oil & Gas Refining & Marketing",109212.74,24.26%,6.52,1.57%,1.31%,0.80%,5.44%,29.96%,0.73%,1875286,388.90,0.31%
158,"EGO","Eldorado Gold Corp","Basic Materials","Gold",11241.99,-3.98%,14.03,-0.44%,-0.44%,-0.44%,-5.41%,19.73%,0.70%,1578708,43.02,-1.76%
159,"CBRE","CBRE Group Inc","Real Estate","Real Estate Services",42813.71,5.98%,4.31,0.00%,0.24%,0.24%,-1.97%,0.27%,0.69%,1069381,147.85,-0.60%
160,"ILMN","Illumina Inc","Healthcare","Diagnostics & Research",32951.22,6.83%,9.46,-0.88%,-0.57%,-0.82%,1.22%,12.65%,0.68%,1748198,218.22,-1.55%
161,"NTR","Nutrien Ltd","Basic Materials","Agricultural Inputs",37923.88,-3.30%,4.54,0.00%,-0.40%,-0.32%,8.11%,19.04%,0.62%,2774710,79.47,-1.56%
162,"VLO","Valero Energy Corp","Energy","Oil & Gas Refining & Marketing",106740.47,24.06%,9.65,0.10%,0.01%,0.01%,5.21%,22.35%,0.60%,2850158,370.72,0.01%
163,"PRMB","Primo Brands Corp","Consumer Defensive","Beverages - Non-Alcoholic",7962.76,14.91%,26.57,0.00%,0.00%,0.00%,-4.35%,-7.99%,0.59%,5805157,22.00,0.41%
164,"DAR","Darling Ingredients Inc","Consumer Defensive","Packaged Foods",10287.17,72.33%,6.18,0.00%,1.13%,1.13%,1.35%,7.73%,0.57%,1906785,65.19,-0.85%
165,"FRO","Frontline Plc","Energy","Oil & Gas Midstream",10267.37,8.08%,9.34,0.00%,0.00%,0.00%,4.37%,16.58%,0.57%,3088346,46.12,1.54%
166,"ARWR","Arrowhead Pharmaceuticals Inc","Healthcare","Biotechnology",12195.91,-6.52%,9.21,1.74%,1.74%,1.74%,1.68%,0.59%,0.55%,757847,86.34,-0.17%
167,"ERO","Ero Copper Corp","Basic Materials","Copper",3640.07,12.70%,5.76,-0.14%,-0.14%,-0.29%,-10.12%,12.22%,0.52%,677640,34.90,-1.19%
168,"DK","Delek US Holdings Inc","Energy","Oil & Gas Refining & Marketing",4400.14,105.57%,5.98,0.00%,0.00%,0.00%,-0.54%,22.44%,0.50%,1428028,71.86,-0.75%
169,"ANET","Arista Networks Inc","Technology","Computer Hardware",244400.10,15.14%,12.87,0.18%,0.06%,0.33%,-0.82%,0.76%,0.50%,4208589,193.78,1.22%
170,"U","Unity Software Inc","Technology","Software - Application",18334.10,53.36%,31.06,0.10%,-0.02%,-0.02%,-3.81%,2.08%,0.48%,5201192,41.66,-1.00%
171,"SRRK","Scholar Rock Holding Corp","Healthcare","Biotechnology",6738.38,0.06%,18.22,0.00%,0.00%,0.00%,-4.27%,5.11%,0.45%,658048,55.33,-1.09%
172,"SQM","Sociedad Quimica Y Minera de Chile SA ADR","Basic Materials","Specialty Chemicals",10915.73,14.66%,2.45,0.00%,0.00%,0.00%,-2.80%,5.49%,0.43%,1090761,76.43,-4.20%
173,"DLTR","Dollar Tree Inc","Consumer Defensive","Discount Stores",24658.37,135.42%,7.77,-0.04%,-0.04%,-0.04%,2.46%,1.34%,0.40%,1209898,131.42,0.29%
174,"DFTX","Definium Therapeutics Inc","Healthcare","Biotechnology",5118.04,-166.17%,8.97,0.51%,0.53%,0.53%,-7.05%,-17.45%,0.40%,1128929,38.09,0.24%
